Product_title,Product_image,Packsize,Price,Price per unit
Mamia Fruit & Oat Bars 90g,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_ALN3401-13_REDUCTIONS_FUTURE-PRICE-_RND13-W39__1x1_228x128_2_c5784f0ccb.jpg,N/A,$2.69,$2.99 per 100g
Colway Squeezy Mayonnaise 475g/535g,https://www.aldi.com.au/fileadmin/_processed_/1/e/csm_ALN3401-12_REDUCTIONS_FUTURE-PRICE-_RND12-W38__1x1_228x128__8ee501f45b.jpg,N/A,$2.59,55c/48c per 100g
Dairy Dream Greek Style Yogurt 750g/6pk,https://www.aldi.com.au/fileadmin/_processed_/7/e/csm_ALN3401-12_REDUCTIONS_FUTURE-PRICE-_RND12-W38__1x1_228x128_2_892d2a0d23.jpg,6pk,$4.69,63c per 100g
Power Force Pro Disinfectant Wipes 120pk,https://www.aldi.com.au/fileadmin/_processed_/7/d/csm_ALN3401-12_REDUCTIONS_FUTURE-PRICE-_RND12-W38__1x1_228x128_3_6250e7fc52.jpg,120pk,$2.99,$2.49 per 100 wipes
Hillcrest Fruit Rolls 6pk/94g,https://www.aldi.com.au/fileadmin/_processed_/8/9/csm_ALN3401-12_REDUCTIONS_FUTURE-PRICE-_RND12-W38__1x1_228x128_4_d8acff9dee.jpg,6pk,$2.99,$3.18 per 100g
Silvesters Cat Food 12x85g,https://www.aldi.com.au/fileadmin/_processed_/1/9/csm_ALN3401-12_REDUCTIONS_FUTURE-PRICE-_RND12-W38__1x1_228x128_5_9debf450e7.jpg,12pk,$4.49,44c per 100g
Bakers Life Lower Carb High Protein Burger Buns 140g/2pk,https://www.aldi.com.au/fileadmin/_processed_/7/0/csm_ALN3401-11_REDUCTIONS_FUTURE-PRICE-_RND10__1x1_228x128__8996285e2f.jpg,2pk,$2.69,$1.92 per 100g
Sunnyvale Table Spread 1kg,https://www.aldi.com.au/fileadmin/_processed_/6/9/csm_ALN3401-9_REDUCTIONS_FUTURE-PRICE-_RND9__1x1_228x128_6_6c20f23198.jpg,1kg,$1.69,17c per 100g
Protane Shampoo 400ml,https://www.aldi.com.au/fileadmin/_processed_/5/7/csm_ALN3401-9_REDUCTIONS_FUTURE-PRICE-_RND9__1x1_228x128_2_0c03d3f89a.jpg,ea,$2.99,75c per 100ml
Protane Conditioner 400ml,https://www.aldi.com.au/fileadmin/_processed_/e/4/csm_ALN3401-9_REDUCTIONS_FUTURE-PRICE-_RND9__1x1_228x128_3_6d6e5ef5a5.jpg,ea,$2.99,75c per 100ml
Tricare Foam Soap 250ml,https://www.aldi.com.au/fileadmin/_processed_/0/d/csm_ALN3401-9_REDUCTIONS_FUTURE-PRICE-_RND9__1x1_228x128_4_8417f66a74.jpg,ea,$1.89,76c per 100ml
Bakers Life Turkish Bread 400g,https://www.aldi.com.au/fileadmin/_processed_/c/8/csm_ALN3401-10_REDUCTIONS_FUTURE-PRICE-_RND9-ADDITIONS__1x1_228x128__3593e3e0ea.jpg,400g,$1.99,50c per 100g
Bakers Life Turkish Rolls 3pk/450g,https://www.aldi.com.au/fileadmin/_processed_/1/c/csm_ALN3401-10_REDUCTIONS_FUTURE-PRICE-_RND9-ADDITIONS__1x1_228x128_2_e4203af392.jpg,3pk,$1.99,66c each
Jindurra Station Beef Rump Steak per kg,https://www.aldi.com.au/fileadmin/_processed_/6/a/csm_ALN3401-9_REDUCTIONS_FUTURE-PRICE-_RND9__1x1_228x128_5_528982334f.jpg,per kg,$14.99,$14.99 per kg
Jindurra Station 3 Star Beef Mince per kg,https://www.aldi.com.au/fileadmin/_processed_/9/d/csm_ALN3401-7_REDUCTIONS_FUTURE-PRICE-_RND8__1x1_228x128_3_d85305c2d1.jpg,per kg,$9.99,$9.99 per kg
Ironbark Pork Mince 500g,https://www.aldi.com.au/fileadmin/_processed_/b/3/csm_ALN3401-7_REDUCTIONS_FUTURE-PRICE-_RND8__1x1_228x128__66170fb513.jpg,500g,$4.49,$8.98 per kg
Jindurra Station 2 Star Beef Mince 500g,https://www.aldi.com.au/fileadmin/_processed_/8/2/csm_ALN3401-7_REDUCTIONS_FUTURE-PRICE-_RND8__1x1_228x128_2_b528f01381.jpg,500g,$5.49,$10.98 per kg
Forresters Cashews - Roasted and Salted 750g,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_ALN3401-7_REDUCTIONS_FUTURE-PRICE-_RND8__1x1_228x128_4_8446ee25c9.jpg,750g,$12.99,$17.32 per kg
Bakers Life Bagels 396g/4pk,https://www.aldi.com.au/fileadmin/_processed_/e/2/csm_ALN3401-7_REDUCTIONS_FUTURE-PRICE-_RND8__1x1_228x128_5_dd902e7c37.jpg,4pk,$2.49,63c per 100g
Mamia Baby Wipes Embossed Fragrance Free 80pk,https://www.aldi.com.au/fileadmin/_processed_/b/b/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_29_c4525691e4.jpg,80pk,$2.69,$3.36 per 100 wipes
Yoguri High Protein Greek Style Yogurt 140g,https://www.aldi.com.au/fileadmin/_processed_/e/0/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128__8eea685185.jpg,140g,$1.49,$1.06 per 100g
Sweet Valley Fruit Snacks in Juice 500g,https://www.aldi.com.au/fileadmin/_processed_/1/e/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_4_978b23b62f.jpg,500g,$1.99,$3.98 per kg
White Mill Brownie Mix 500g,https://www.aldi.com.au/fileadmin/_processed_/b/6/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_5_37142f80bd.jpg,500g,$2.49,50c per 100g
Remano Oil Olive 1L,https://www.aldi.com.au/fileadmin/_processed_/e/d/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_6_15d22dafbc.jpg,1L,$5.49,55c per 100ml
PICK’D Fruitism Fruit Smoothie 1L,https://www.aldi.com.au/fileadmin/_processed_/d/7/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_7_2b8e2db805.jpg,1L,$3.79,$3.79 per litre
Solesta Orange Drink 4L,https://www.aldi.com.au/fileadmin/_processed_/c/4/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_8_5d889bad77.jpg,4L,$3.59,90c per litre
Farmdale Evaporated Milk 384ml,https://www.aldi.com.au/fileadmin/_processed_/d/9/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_9_c3261d0a26.jpg,384ml,$1.79,$4.66 per litre
Solesta Orange & Mango Drink 2L,https://www.aldi.com.au/fileadmin/_processed_/3/7/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_10_9c742f7e48.jpg,2L,$1.79,90c per litre
World Kitchen Lasagne 1.2kg,https://www.aldi.com.au/fileadmin/_processed_/c/5/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_11_ebd4b4a4ac.jpg,1.2kg,$6.49,54c per 100g
Bramwells Mixed Blossom Honey 375g,https://www.aldi.com.au/fileadmin/_processed_/0/4/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_12_d990af0ea7.jpg,375g,$3.99,$1.06 per 100g
Solesta Orange & Passionfruit Fruit Drink 2L,https://www.aldi.com.au/fileadmin/_processed_/c/4/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_13_a238425d77.jpg,2L,$1.79,90c per litre
Ombra Sunscreen SPF50+ 100ml,https://www.aldi.com.au/fileadmin/_processed_/a/9/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_14_9f52c56c33.jpg,100ml,$2.19,$2.19 per 100ml
Forresters Raw Cashews 750g,https://www.aldi.com.au/fileadmin/_processed_/3/c/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_15_5f72c695e2.jpg,750g,$11.99,$15.99 per kg
Forresters Raw Walnuts 500g,https://www.aldi.com.au/fileadmin/_processed_/d/d/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_16_90d8471993.jpg,500g,$7.99,$15.98 per kg
Forresters Almond Meal 400g,https://www.aldi.com.au/fileadmin/_processed_/7/b/csm_ALN3447-3_REDUCTIONS_JULY_1x1_228x128_17_e8e8af85e4.jpg,400g,$5.99,$14.98 per kg
Uncle Toby's Oats Sachets 12pk/420g,https://www.aldi.com.au/fileadmin/_processed_/8/7/csm_ALN3401-6_REDUCTIONS_FUTURE-PRICE-_RND7__1x1_228x128_1_5258409c40.jpg,12pk,$5.29,$1.26 per 100g
Hillcrest Protein Bars 5pk/200g,https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN3401-5_REDUCTIONS_FUTURE-PRICE-_RND6__1x1_228x128_65ef05b941.jpg,ea,$2.99,$1.50 per 100g
Mamia Nappy Pants Walker 26pk,https://www.aldi.com.au/fileadmin/_processed_/a/4/csm_ALN3401-4_REDUCTIONS_FUTURE-PRICE-_RND5__1x1_228x128_3_4388d3313e.jpg,N/A,$8.99,35c per nappy
Mamia Nappy Pants Junior 24pk,https://www.aldi.com.au/fileadmin/_processed_/a/c/csm_ALN3401-4_REDUCTIONS_FUTURE-PRICE-_RND5__1x1_228x128_4_74f39e4fa1.jpg,N/A,$8.99,37c per nappy
Goldenvale Just Bran 530g,https://www.aldi.com.au/fileadmin/_processed_/d/d/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128__5f972760fb.jpg,530g,$2.69,51c per 100g
Forresters Mixed Nuts 375g,https://www.aldi.com.au/fileadmin/_processed_/c/1/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_2_10d7388067.jpg,375g,$2.69,$7.17 per kg
Berg Short Cut Bacon Rindless 1kg,https://www.aldi.com.au/fileadmin/_processed_/3/0/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_3_4c38ff2a77.jpg,1kg,$8.99,$8.99 per kg
Food Envy Chocolate Mousse Plain or with Salted Caramel 2 x 62g,https://www.aldi.com.au/fileadmin/_processed_/e/4/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_7_6340aecc09.jpg,62g,$1.89,$1.52 per 100g
Ocean Rise Yellowfin Tuna Chunks 425g,https://www.aldi.com.au/fileadmin/_processed_/e/3/csm_ALN3447-7_REDUCTIONS_JULY_1x1__B2__228x128_4_a40e353de8.jpg,ea,$3.69,$8.68 per kg
Oh So Natural Pine Nuts 100g,https://www.aldi.com.au/fileadmin/_processed_/b/5/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_10_1d5b9f732e.jpg,100g,$4.29,$42.90 per kg
Forresters Cowboy Mix 500g,https://www.aldi.com.au/fileadmin/_processed_/1/e/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_11_687adb84b3.jpg,$11.98 per kg,$5.99,500g
Berg Middle Bacon 1kg,https://www.aldi.com.au/fileadmin/_processed_/5/c/csm_ALN3401-2_REDUCTIONS_FUTURE-PRICE-_RND4__1x1_228x128_12_e6c325bce3.jpg,1kg,$8.99,$8.99 per kg
Dairy Dream Yogurt Pouch 110g,https://www.aldi.com.au/fileadmin/_processed_/4/6/csm_ALN3447-7_REDUCTIONS_JULY_1x1__B2__228x128_6_5844fb1a91.jpg,ea,$1.19,$1.08 per 100g
Grandessa Signature Jam Blueberry or Mixed Berry 370g,https://www.aldi.com.au/fileadmin/_processed_/7/c/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_4_f4ec2de94a.jpg,370g,$2.29,62c per 100g
Grandessa Signature Jam Raspberry 370g,https://www.aldi.com.au/fileadmin/_processed_/9/1/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_5_10d045d603.jpg,370g,$2.29,62c per 100g
Westacre Cheese Block Tasty Light 500g,https://www.aldi.com.au/fileadmin/_processed_/1/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_6_271c31ef1e.jpg,500g,$4.99,$9.98 per kg
Westacre Cheese Block Tasty 500g,https://www.aldi.com.au/fileadmin/_processed_/d/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_7_2b21e1fef5.jpg,500g,$4.79,95c per 100g
Westacre Cheese Block Extra Tasty 500g,https://www.aldi.com.au/fileadmin/_processed_/f/0/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_8_80750a07a1.jpg,500g,$4.99,$9.98 per kg
Sana Incontinence Pads 14pk/12pk/10pk,https://www.aldi.com.au/fileadmin/_processed_/3/3/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_18_7de07f9f49.jpg,14pk/12pk/10pk,$2.99,21c/25c/30c per pad
Lodge Farms Free Range Eggs 600g,https://www.aldi.com.au/fileadmin/_processed_/9/8/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_19_R_2984f5f291.jpg,600g,$3.69,62c per 100g
Elmsbury Spinach & Ricotta Triangles 12pk/360g,https://www.aldi.com.au/fileadmin/_processed_/e/6/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_20_3a42a2442a.jpg,12pk/360g,$1.99,55c per 100g
Natural Elements Pet Nutrition Grain Free Dog Food 100g,https://www.aldi.com.au/fileadmin/_processed_/4/c/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_21_b02f11fbb7.jpg,100g,99c,99c per 100g
Julius Dog Food 8kg,https://www.aldi.com.au/fileadmin/_processed_/a/8/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_22_9f1f1cc3ba.jpg,8kg,$9.99,13c per 100g
Lacura Essentials BB Cream 50ml,https://www.aldi.com.au/fileadmin/_processed_/c/d/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_28_c02370ee73.jpg,50ml,$4.99,$9.98 per 100ml
Ocean Royale Basa Fillets (Frozen) 1kg,https://www.aldi.com.au/fileadmin/_processed_/9/e/csm_ALN3425_REDUCTIONS__BASA-FILLETS__1x1_228x128_f4470b9180.jpg,1kg,$6.99,$6.99 per kg
The Cake Stall Banana Bread 5pk 500g,https://www.aldi.com.au/fileadmin/_processed_/6/1/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_26_8c37999c36.jpg,500g,$4.29,86c per 100g
Just Organic Pitted Kalamata Olives 350g,https://www.aldi.com.au/fileadmin/_processed_/1/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B2_27_193ac3b139.jpg,350g,$3.29,$9.40 per kg
Ocean Royale Wild Raw Peeled Prawns 500g,https://www.aldi.com.au/fileadmin/_processed_/b/f/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_1_95cc4cd535.jpg,500g,$16.99,$33.98 per kg
Oh So Natural LSA or Linseed 250g-500g,https://www.aldi.com.au/fileadmin/_processed_/0/0/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_3_4ce11f74a9.jpg,250g-500g,$2.79,$1.12-$0.56 per 100g
Just Organic Goji Berries 150g,https://www.aldi.com.au/fileadmin/_processed_/a/3/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_4_e76a8b5422.jpg,150g,$4.49,$29.93 per kg
Stonemill Black Peppercorn Grinder 50g,https://www.aldi.com.au/fileadmin/_processed_/b/e/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_15_268ad8e459.jpg,50g,$2.69,54c per 10g
Stonemill Sea Salt Iodised Grinder 110g,https://www.aldi.com.au/fileadmin/_processed_/b/9/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_16_677161300d.jpg,110g,$2.69,24c per 10g
"Ready, Set…Cook! Pork Loin Greek Style per kg",https://www.aldi.com.au/fileadmin/_processed_/7/e/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_17_9753d902be.jpg,per kg,$15.99,$15.99 per kg
Has No GF Pancake Buttermilk/Original 325g,https://www.aldi.com.au/fileadmin/_processed_/e/9/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_21_45673158dd.jpg,325g,$2.29,71c per 100g
Frozen Fish Crumbed/Battered 1kg,https://www.aldi.com.au/fileadmin/_processed_/2/5/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_22_627060393c.jpg,1kg,$6.99,$6.99 per kg
Casa Barelli Gourmet Pasta 500g,https://www.aldi.com.au/fileadmin/_processed_/b/d/csm_ALN3388_REDUCTIONS_1x1_228x128_B4_23_794a8a61ab.jpg,500g,$1.99,40c per 100g
Oh So Natural Superfood Powders,https://www.aldi.com.au/fileadmin/_processed_/a/f/csm_ALN3388_REDUCTIONS_1X1_228x128_B3__5bd05da39d.jpg,100-125g,$4.69,$4.69-$3.75 per 100g
Dentitex Interdental Pro Toothbrush,https://www.aldi.com.au/fileadmin/_processed_/a/0/csm_ALN3388_REDUCTIONS_1X1_228x128_B3_2_4e0567b974.jpg,2pk,$1.89,95c per unit
Logix Dishwashing Powder,https://www.aldi.com.au/fileadmin/_processed_/c/8/csm_ALN3388_REDUCTIONS_1X1_228x128_B3_3_caae536300.jpg,1kg,$3.69,37c per 100g
Asia Specialties Sriracha Sauce,https://www.aldi.com.au/fileadmin/_processed_/c/8/csm_ALN3388_REDUCTIONS_1X1_228x128_B3_4_053cc4af77.jpg,480g/520g,$3.49,73-67c per 100g
Goldenvale Oats Sensations 12pk/420g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN3375_REDUCTIONS_1x1_228x128_35_07905354fb.jpg,12pk/420g,$3.29,78c per 100g
World Kitchen Mini Pizza Bases 12pk/700g,https://www.aldi.com.au/fileadmin/_processed_/b/2/csm_ALN3375_REDUCTIONS_1x1_228x128_36_2b70cc34bd.jpg,12pk/700g,$3.49,50c per 100g
Jindurra Station Beef Scotch Fillet Steak per kg,https://www.aldi.com.au/fileadmin/_processed_/3/8/csm_ALN3375_REDUCTIONS_1x1_228x128_33_R_f886a47b59.jpg,per kg,$24.99,$24.99 per kg
Jindurra Station Beef Porterhouse per kg,https://www.aldi.com.au/fileadmin/_processed_/2/6/csm_ALN3375_REDUCTIONS_1x1_228x128_34_R_7d404478ea.jpg,per kg,$19.99,$19.99 per kg
Ocean Royale Frozen Salt & Pepper Squid 360g,https://www.aldi.com.au/fileadmin/_processed_/4/7/csm_ALN3401_REDUCTIONS_1x1_228x128_R_2747c61b61.jpg,360g,$4.99,$13.86 per kg
Lodge Farms Free Range Eggs 700g,https://www.aldi.com.au/fileadmin/_processed_/9/6/csm_ALN3375_REDUCTIONS_1x1_228x128_15_519724d998.jpg,700g,$3.99,
Just Organic Passata 690g,https://www.aldi.com.au/fileadmin/_processed_/2/d/csm_ALN3375_REDUCTIONS_1x1_228x128_27_5aea6144fa.jpg,690g,$1.99,29c per 100g
Nuttelex Original 375g,https://www.aldi.com.au/fileadmin/_processed_/0/6/csm_ALN3375_REDUCTIONS_1x1_228x128_17_2ef9c47083.jpg,375g,$2.29,
Natural Elements Pet Nutrition Dog Grain Free Sticks 5pk,https://www.aldi.com.au/fileadmin/_processed_/b/2/csm_ALN3375_REDUCTIONS_1x1_228x128_18_d0779493cc.jpg,5pk,$3.79,76c ea
Grandessa Signature Jam 370g,https://www.aldi.com.au/fileadmin/_processed_/9/d/csm_ALN3375_REDUCTIONS_1x1_228x128_22_357e4cf786.jpg,370g,$2.29,62c per 100g
Sweet Valley Australian Apple Slices in Juice 410g,https://www.aldi.com.au/fileadmin/_processed_/8/0/csm_ALN3375_REDUCTIONS_1x1_228x128_23_c53b694745.jpg,410g,$1.95,$4.76 per kg
Inner Goodness Unsweetened Coconut Milk 1L,https://www.aldi.com.au/fileadmin/_processed_/d/6/csm_ALN3375_REDUCTIONS_1x1_228x128_24_db3717b3e1.jpg,1L,$1.99,$1.99 per Litre
Forresters Baking Nuts Almond 125g,https://www.aldi.com.au/fileadmin/_processed_/b/f/csm_ALN3375_REDUCTIONS_1x1_228x128_32_f3832c364e.jpg,125g,$3.49,
"Berg Chicken Breast with Semi-dried Tomato, Parmesan and Spring Onion per kg",https://www.aldi.com.au/fileadmin/_processed_/e/c/csm_W45_SUPER_SAVERS_MEAT_1x1__7270a6eaf1.jpg,per kg,$17.99,$17.99 per kg
KRC Cantonese Style Pork Shoulder per kg,https://www.aldi.com.au/fileadmin/_processed_/8/3/csm_W45_SUPER_SAVERS_MEAT_1x1_2_5969fed700.jpg,per kg,$12.99,$12.99 per kg
Farm Foods Pork & Beef Cheesy Brats 450g,https://www.aldi.com.au/fileadmin/_processed_/6/8/csm_W45_SUPER_SAVERS_MEAT_1x1_3_9d65dbc875.jpg,450g,$6.99,$15.53 per kg
The Fishmonger New Zealand Sourdough Crumbed Hoki Fillets 300g,https://www.aldi.com.au/fileadmin/_processed_/c/e/csm_W45_SUPER_SAVERS_MEAT_1x1_4_3fe19072c1.jpg,300g,$6.99,$23.30 per kg
Broad Oak Farms Chicken Breast Fillets Bulk Value Pack per kg,https://www.aldi.com.au/fileadmin/_processed_/1/6/csm_W45_SUPER_SAVERS_MEAT_1x1_5_24d21c19e9.jpg,per kg,$7.99,$7.99 per kg
Broad Oak Farms Chicken & Cheese Schnitzel 1kg,https://www.aldi.com.au/fileadmin/_processed_/d/5/csm_ALN3612_1x1_SSV-OCT-B4_228x128__b9b5cb3b4b.jpg,per kg,$6.99,$6.99 per kg
Ironbark Pork Belly per kg,https://www.aldi.com.au/fileadmin/_processed_/3/e/csm_ALN3612_1x1_SSV-OCT-B4_228x128_2_e8b4e4d0aa.jpg,per kg,$11.99,$11.99 per kg
Brooklea Strawberry Yogurt Squishy Super Size 150g,https://www.aldi.com.au/fileadmin/_processed_/7/d/csm_ALN3662_1x1_SSV-NOV-B1_228x628__171f753822.jpg,150g,99c,66c per 100g
Brooklea Vanilla Yogurt Squishy Super Size 150g,https://www.aldi.com.au/fileadmin/_processed_/3/f/csm_ALN3662_1x1_SSV-NOV-B1_228x628_2_f9b4862ff5.jpg,150g,99c,66c per 100g
Brooklea Blueberry Yogurt Squishy Super Size 150g,https://www.aldi.com.au/fileadmin/_processed_/1/f/csm_ALN3662_1x1_SSV-NOV-B1_228x628_3_746474e66d.jpg,150g,99c,66c per 100g
Yopro Vanilla Yogurt Pouch 150g,https://www.aldi.com.au/fileadmin/_processed_/b/b/csm_ALN3662_1x1_SSV-NOV-B1_228x628_4_a544d01c82.jpg,150g,$1.49,99c per 100g
Yopro Mango Yogurt Pouch 150g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN3662_1x1_SSV-NOV-B1_228x628_5_934b6191a4.jpg,150g,$1.49,99c per 100g
Monarch Indulge Gourmet Ice Cream Cookies 4pk/560ml – Assorted Flavours,https://www.aldi.com.au/fileadmin/_processed_/1/8/csm_ALN3662_1x1_SSV-NOV-B1_228x628_6_d8ae197a7b.jpg,ea,$3.49,62c per 100ml
Indulge Gourmet Ice Cream 1L – Vanilla Bean,https://www.aldi.com.au/fileadmin/_processed_/d/b/csm_ALN3662_1x1_SSV-NOV-B1_228x628_7_2027d400c9.jpg,1L,$3.99,40c per 100ml
"Indulge Gourmet Ice Cream 1L – Coffee Mocha, Belgian Chocolate or White Choc Raspberry",https://www.aldi.com.au/fileadmin/_processed_/e/6/csm_ALN3662_1x1_SSV-NOV-B1_228x628_8_c8d254514d.jpg,ea,$3.99,40c per 100ml
Indulge Gourmet Ice Cream 1L – Cookies & Cream,https://www.aldi.com.au/fileadmin/_processed_/5/3/csm_ALN3662_1x1_SSV-NOV-B1_228x628_9_56a88ea20f.jpg,1L,$3.99,40c per 100ml
Streets Family Classic Value Pack 20pk/1.75L,https://www.aldi.com.au/fileadmin/_processed_/a/4/csm_ALN3662_1x1_SSV-NOV-B1_228x628_10_e0484f86eb.jpg,20pk,$16.99,97c per 100ml
Milfina Summer Delight 6pk/540ml – Caramel,https://www.aldi.com.au/fileadmin/_processed_/3/7/csm_ALN3662_1x1_SSV-NOV-B1_228x628_11_e6de4aae73.jpg,6pk,$3.99,74c per 100ml
Emporium Selection Persian Fetta 180g,https://www.aldi.com.au/fileadmin/_processed_/1/5/csm_ALN3662_1x1_SSV-NOV-B1_228x628_12_9162bd29f3.jpg,180g,$2.99,$16.61 per kg
Snackers Market Little Pickers Cubed Tasty Cheese & Pretzels 40g,https://www.aldi.com.au/fileadmin/_processed_/6/9/csm_ALN3662_1x1_SSV-NOV-B1_228x628_13_ffaa28cfb8.jpg,40g,99c,$24.75 per kg
Westacre Snack ’n’ Go 40g/50g,https://www.aldi.com.au/fileadmin/_processed_/0/f/csm_ALN3662_1x1_SSV-NOV-B1_228x628_14_47bb36f037.jpg,ea,99c,$24.75/$19.80 per kg
Snackers Market Little Pickers Cubed Tasty Cheese & Mini Crackers 35g,https://www.aldi.com.au/fileadmin/_processed_/5/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_15_53a26d93bb.jpg,35g,99c,$28.29 per kg
Westacre Cream Cheese Block 250g,https://www.aldi.com.au/fileadmin/_processed_/8/2/csm_ALN3662_1x1_SSV-NOV-B1_228x628_16_b7a7e637de.jpg,250g,$1.99,$7.96 per kg
Farmdale Evaporated Milk 384ml/385ml,https://www.aldi.com.au/fileadmin/_processed_/6/a/csm_ALN3662_1x1_SSV-NOV-B1_228x628_17_f9bd7df289.jpg,384ml,99c,$2.58 - $2.57 per litre
Farmdale Condensed Milk 397g,https://www.aldi.com.au/fileadmin/_processed_/c/b/csm_ALN3662_1x1_SSV-NOV-B1_228x628_18_ba22fcee3d.jpg,397g,99c,25c per 100g
Deli Originals Fresh Topped Hommus 200g – Assorted Varieties,https://www.aldi.com.au/fileadmin/_processed_/8/b/csm_ALN3662_1x1_SSV-NOV-B1_228x628_19_5d8be2bb8f.jpg,ea,$1.99,$1.00 per 100g
Deli Originals Fresh Multipack Hommus 3 x 65g,https://www.aldi.com.au/fileadmin/_processed_/a/a/csm_ALN3662_1x1_SSV-NOV-B1_228x628_20_7e30a770b7.jpg,3pk,$1.49,76c per 100g
Snackers Market Dip and Crackers 65g – Hommus or Beetroot Hommus,https://www.aldi.com.au/fileadmin/_processed_/8/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_21_775151a48e.jpg,ea,99c,$1.52 per 100g
Emporium Selection Bocconcini 200g,https://www.aldi.com.au/fileadmin/_processed_/3/5/csm_ALN3662_1x1_SSV-NOV-B1_228x628_22_e2dfce5ace.jpg,200g,$2.99,$14.95 per kg
Pick’d Orange Juice With Pulp 2L,https://www.aldi.com.au/fileadmin/_processed_/c/f/csm_ALN3662_1x1_SSV-NOV-B1_228x628_23_b5f2e37304.jpg,2L,$3.99,$2.00 per litre
Pick’d Fruitism Fruit Smoothie 1L – Assorted,https://www.aldi.com.au/fileadmin/_processed_/1/c/csm_ALN3662_1x1_SSV-NOV-B1_228x628_24_5913839e1d.jpg,ea,$3.49,$3.49 per litre
World Kitchen Pork and Ginger Dumplings 300g,https://www.aldi.com.au/fileadmin/_processed_/9/0/csm_ALN3662_1x1_SSV-NOV-B1_228x628_25_e7225e86e3.jpg,300g,$4.99,$1.66 per 100g
Blackstone Flavoured Popcorn 90g – Assorted Flavours,https://www.aldi.com.au/fileadmin/_processed_/1/7/csm_ALN3662_1x1_SSV-NOV-B1_228x628_26_aa4291ae6f.jpg,ea,$1.99,$2.21 per 100g
Blackstone Purple Potato & Sweet Potato Chips 120g,https://www.aldi.com.au/fileadmin/_processed_/3/6/csm_ALN3662_1x1_SSV-NOV-B1_228x628_27_8f1db2a059.jpg,120g,$2.49,$2.08 per 100g
Just Organic Corn Chips 200g,https://www.aldi.com.au/fileadmin/_processed_/9/5/csm_ALN3662_1x1_SSV-NOV-B1_228x628_28_395c3c27ae.jpg,200g,$1.99,$1.00 per 100g
Expressi Coffee Capsule Machine ONE,https://www.aldi.com.au/fileadmin/_processed_/b/7/csm_ALN3662_1x1_SSV-NOV-B1_228x628_29_f808646dd7.jpg,N/A,$69.99,
Nescafé Original 200g,https://www.aldi.com.au/fileadmin/_processed_/1/4/csm_ALN3662_1x1_SSV-NOV-B1_228x628_30_fc561f63c1.jpg,200g,$4.99,$2.50 per 100g
